经度,纬度,年份,数目,地名
41.2106,-79.3803,2010,326,Clarion/Pennsylvania
41.1062,-78.7749,2010,342,Clearfield/Pennsylvania
39.2325,-84.1532,2010,3701,Clermont/Ohio
39.3224,-83.8109,2010,1301,Clinton/Ohio
37.265,-77.3969,2010,140,Colonial Heights (city)/Virginia
41.0177,-76.4969,2010,518,Columbia/Pennsylvania
40.8871,-80.675,2010,1940,Columbiana/Ohio
40.7392,-82.7773,2010,1220,Crawford/Ohio
41.8176,-79.8364,2010,673,Crawford/Pennsylvania
37.2198,-88.1411,2010,65,Crittenden/Kentucky
41.4948,-81.5348,2010,27630,Cuyahoga/Ohio
36.5831,-79.4088,2010,101,Danville (city)/Virginia
40.2752,-76.8843,2010,5057,Dauphin/Pennsylvania
37.7892,-86.9805,2010,387,Daviess/Kentucky
41.3259,-84.2855,2010,1184,Defiance/Ohio
40.1679,-83.08,2010,3535,Delaware/Ohio
39.894,-75.4338,2010,10814,Delaware/Pennsylvania
37.1026,-82.3763,2010,550,Dickenson/Virginia
39.1254,-80.7407,2010,90,Doddridge/West Virginia
41.4011,-82.808,2010,2658,Erie/Ohio
42.2134,-79.8333,2010,2148,Erie/Pennsylvania
37.9185,-76.8665,2010,64,Essex/Virginia
38.8514,-77.1579,2010,5006,Fairfax/Virginia
37.1803,-85.3197,2010,166,Adair/Kentucky
38.041,-78.5222,2010,258,Albemarle/Virginia
37.8865,-79.9795,2010,374,Alleghany/Virginia
40.8305,-84.0848,2010,1866,Allen/Ohio
37.4487,-79.1058,2010,360,Amherst/Virginia
38.1939,-79.0087,2010,419,Augusta/Virginia
38.1948,-79.5709,2010,77,Bath/Virginia
40.5989,-80.4738,2010,1598,Beaver/Pennsylvania
40.1621,-81.1313,2010,1186,Belmont/Ohio
38.1425,-84.1101,2010,270,Bourbon/Kentucky
38.3354,-82.7816,2010,1866,Boyd/Kentucky
37.5855,-84.7903,2010,574,Boyle/Kentucky
36.618,-82.1607,2010,237,Bristol (city)/Virginia
37.2473,-81.8015,2010,1080,Buchanan/Virginia
37.7316,-79.3565,2010,37,Buena Vista (city)/Virginia
36.5892,-88.4381,2010,146,Calloway/Kentucky
39.0401,-84.4815,2010,4042,Campbell/Kentucky
37.2338,-79.2895,2010,290,Campbell/Virginia
36.6771,-80.6997,2010,421,Carroll/Virginia
40.98,-77.7057,2010,668,Centre/Pennsylvania
40.2174,-83.9635,2010,760,Champaign/Ohio
38.0014,-84.1908,2010,1020,Clark/Kentucky
39.1508,-77.9823,2010,127,Clarke/Virginia
37.1464,-83.7635,2010,665,Clay/Kentucky
36.8051,-85.0683,2010,136,Clinton/Kentucky
41.0094,-77.5306,2010,268,Clinton/Pennsylvania
40.2761,-81.7517,2010,299,Coshocton/Ohio
37.4293,-80.1395,2010,56,Craig/Virginia
38.416,-77.8267,2010,1181,Culpeper/Virginia
36.8319,-85.5053,2010,89,Cumberland/Kentucky
37.6674,-78.0883,2010,79,Cumberland/Virginia
40.2802,-84.6384,2010,672,Darke/Ohio
36.9853,-77.7219,2010,88,Dinwiddie/Virginia
38.1879,-83.0188,2010,203,Elliott/Kentucky
39.8426,-82.5446,2010,3156,Fairfield/Ohio
38.089,-84.935,2010,203,Anderson/Kentucky
40.6864,-78.2272,2010,2062,Blair/Pennsylvania
37.4167,-79.8779,2010,537,Botetourt/Virginia
41.7606,-76.1763,2010,618,Bradford/Pennsylvania
36.9933,-78.601,2010,165,Charlotte/Virginia
40.2422,-76.9274,2010,284,Cumberland/Pennsylvania
41.5726,-78.6869,2010,215,Elk/Pennsylvania
36.6953,-77.5356,2010,38,Emporia (city)/Virginia
37.6969,-83.9685,2010,280,Estill/Kentucky
40.2811,-80.6102,2010,37,Brooke/West Virginia
37.2093,-86.8921,2010,68,Butler/Kentucky
36.9081,-88.8869,2010,10,Carlisle/Kentucky
39.8862,-84.0243,2010,1363,Clark/Ohio
38.4662,-81.0815,2010,43,Clay/West Virginia
37.0846,-88.8827,2010,8,Ballard/Kentucky
36.8553,-77.8937,2010,127,Brunswick/Virginia
37.2085,-88.0604,2010,132,Caldwell/Kentucky
38.8648,-77.1878,2010,11,Falls Church (city)/Virginia
38.1059,-84.5255,2010,5321,Fayette/Kentucky
37.2895,-86.2847,2010,107,Edmonson/Kentucky
38.6355,-77.6661,2010,1351,Fauquier/Virginia
37.2642,-78.682,2010,113,Appomattox/Virginia
39.6522,-83.5564,2010,830,Fayette/Ohio
40.0903,-79.5872,2010,2397,Fayette/Pennsylvania
37.451,-82.7994,2010,1111,Floyd/Kentucky
37.0379,-80.2045,2010,104,Floyd/Virginia
37.7533,-78.1638,2010,161,Fluvanna/Virginia
38.3228,-84.8955,2010,1041,Franklin/Kentucky
39.8665,-83.0703,2010,17541,Franklin/Ohio
39.7243,-77.515,2010,1143,Franklin/Pennsylvania
36.8293,-79.9917,2010,870,Franklin/Virginia
39.264,-78.3319,2010,1612,Frederick/Virginia
36.5767,-88.9353,2010,103,Fulton/Kentucky
39.932,-77.9958,2010,92,Fulton/Pennsylvania
36.666,-80.9176,2010,8,Galax (city)/Virginia
38.8862,-82.1463,2010,1626,Gallia/Ohio
41.3722,-81.0591,2010,569,Geauga/Ohio
37.373,-80.8576,2010,821,Giles/Virginia
37.2801,-76.4402,2010,354,Gloucester/Virginia
37.6015,-77.7022,2010,68,Goochland/Virginia
38.7326,-84.5966,2010,526,Grant/Kentucky
39.2711,-79.3662,2010,134,Grant/West Virginia
36.5603,-88.5692,2010,301,Graves/Kentucky
37.4937,-86.226,2010,231,Grayson/Kentucky
36.6015,-81.6257,2010,190,Grayson/Virginia
37.7503,-80.4715,2010,575,Greenbrier/West Virginia
39.6598,-83.7431,2010,2478,Greene/Ohio
39.9476,-79.9986,2010,399,Greene/Pennsylvania
38.2504,-78.4417,2010,130,Greene/Virginia
40.0221,-81.5868,2010,1509,Guernsey/Ohio
36.839,-78.7284,2010,387,Halifax/Virginia
39.1864,-84.763,2010,42933,Hamilton/Ohio
36.9052,-76.8978,2010,465,Southampton/Virginia
40.9348,-83.8235,2010,1918,Hancock/Ohio
37.7668,-77.3706,2010,1455,Hanover/Virginia
40.8064,-83.5114,2010,1165,Hardin/Ohio
38.8779,-78.8661,2010,196,Hardy/West Virginia
39.3923,-80.2989,2010,1465,Harrison/West Virginia
38.4362,-78.8735,2010,57,Harrisonburg (city)/Virginia
37.2903,-85.7672,2010,68,Hart/Kentucky
37.8512,-87.3542,2010,148,Henderson/Kentucky
37.6274,-77.4322,2010,4673,Henrico/Virginia
36.6871,-79.7872,2010,509,Henry/Virginia
40.5533,-81.9164,2010,152,Holmes/Ohio
37.1737,-87.6885,2010,504,Hopkins/Kentucky
40.3821,-78.1697,2010,459,Huntingdon/Pennsylvania
41.2508,-82.4915,2010,1627,Huron/Ohio
40.6783,-79.1646,2010,765,Indiana/Pennsylvania
39.1117,-82.6108,2010,1900,Jackson/Ohio
38.8656,-81.8235,2010,250,Jackson/West Virginia
37.3799,-76.8041,2010,244,James City/Virginia
38.2907,-85.6333,2010,13979,Jefferson/Kentucky
40.3653,-80.652,2010,832,Jefferson/Ohio
40.9702,-78.8765,2010,411,Jefferson/Pennsylvania
39.3242,-77.7517,2010,177,Jefferson/West Virginia
37.8806,-82.8382,2010,628,Johnson/Kentucky
39.0338,-84.5675,2010,4855,Kenton/Kentucky
37.4957,-83.0941,2010,548,Knott/Kentucky
36.8353,-83.7598,2010,1181,Knox/Kentucky
40.5342,-82.5049,2010,363,Knox/Ohio
41.4846,-75.666,2010,3530,Lackawanna/Pennsylvania
41.6072,-81.469,2010,9559,Lake/Ohio
39.832,-76.3275,2010,4632,Lancaster/Pennsylvania
37.0037,-84.161,2010,1610,Laurel/Kentucky
40.337,-76.448,2010,2330,Lebanon/Pennsylvania
40.6666,-75.5072,2010,2255,Lehigh/Pennsylvania
39.9595,-82.4129,2010,3035,Licking/Ohio
36.95,-86.7419,2010,187,Logan/Kentucky
40.4007,-83.5444,2010,818,Logan/Ohio
37.805,-81.9923,2010,1036,Logan/West Virginia
39.0302,-77.4712,2010,1488,Loudoun/Virginia
38.0068,-77.9061,2010,353,Louisa/Virginia
38.2126,-83.6341,2010,266,Fleming/Kentucky
38.2992,-77.4871,2010,172,Fredericksburg (city)/Virginia
41.7113,-83.9053,2010,278,Fulton/Ohio
37.6167,-84.4094,2010,169,Garrard/Kentucky
38.4949,-82.6911,2010,636,Greenup/Kentucky
36.816,-77.4689,2010,119,Greensville/Virginia
40.6179,-80.5998,2010,361,Hancock/West Virginia
36.8155,-83.4045,2010,2000,Harlan/Kentucky
38.5426,-84.2366,2010,649,Harrison/Kentucky
38.4623,-85.3036,2010,151,Henry/Kentucky
39.0747,-83.3871,2010,1293,Highland/Ohio
37.2914,-77.2985,2010,75,Hopewell (city)/Virginia
37.5751,-83.9735,2010,343,Jackson/Kentucky
37.8787,-84.6545,2010,1391,Jessamine/Kentucky
38.486,-81.3502,2010,3046,Kanawha/West Virginia
37.9459,-82.6735,2010,232,Lawrence/Kentucky
40.8618,-80.2625,2010,924,Lawrence/Pennsylvania
37.6023,-83.6085,2010,316,Lee/Kentucky
36.954,-83.3907,2010,244,Leslie/Kentucky
37.1638,-82.7493,2010,550,Letcher/Kentucky
38.354,-83.2524,2010,310,Lewis/Kentucky
37.453,-84.7579,2010,166,Lincoln/Kentucky
37.2456,-88.3589,2010,47,Livingston/Kentucky
41.3128,-81.9157,2010,3145,Lorain/Ohio
37.9607,-81.0795,2010,179,Fayette/West Virginia
37.8193,-85.9358,2010,675,Hardin/Kentucky
39.4187,-82.5993,2010,443,Hocking/Ohio
40.6868,-77.114,2010,147,Juniata/Pennsylvania
36.6871,-83.1152,2010,629,Lee/Virginia
41.6639,-83.582,2010,5803,Lucas/Ohio
36.9608,-78.1283,2010,94,Lunenburg/Virginia
41.3338,-75.8214,2010,6161,Luzerne/Pennsylvania
41.3265,-76.9455,2010,1744,Lycoming/Pennsylvania
37.4004,-79.1911,2010,194,Lynchburg (city)/Virginia
37.0759,-88.0769,2010,168,Lyon/Kentucky
37.724,-84.2928,2010,2744,Madison/Kentucky
38.4879,-78.3261,2010,118,Madison/Virginia
37.7015,-83.1516,2010,291,Magoffin/Kentucky
40.9207,-81.0231,2010,5768,Mahoning/Ohio
40.5321,-83.2077,2010,2020,Marion/Ohio
39.5013,-80.1696,2010,1005,Marion/West Virginia
39.9854,-80.7335,2010,446,Marshall/West Virginia
37.8416,-82.4223,2010,375,Martin/Kentucky
36.6827,-79.8636,2010,56,Martinsville (city)/Virginia
38.7054,-83.9191,2010,668,Mason/Kentucky
38.6663,-82.1706,2010,96,Mason/West Virginia
36.9728,-88.612,2010,497,McCracken/Kentucky
36.6648,-84.4395,2010,399,McCreary/Kentucky
37.3675,-81.3572,2010,146,McDowell/West Virginia
41.8694,-78.66,2010,332,McKean/Pennsylvania
37.9554,-83.4596,2010,54,Menifee/Kentucky
40.4113,-84.7761,2010,657,Mercer/Ohio
41.4937,-79.448,2010,37,Forest/Pennsylvania
41.371,-83.9415,2010,87,Henry/Ohio
36.866,-76.8308,2010,237,Isle of Wight/Virginia
38.4298,-82.4488,2010,1307,Lawrence/Ohio
37.5156,-85.2625,2010,262,Marion/Kentucky
36.867,-88.4656,2010,116,Marshall/Kentucky
37.4919,-87.1342,2010,23,McLean/Kentucky
36.666,-78.3908,2010,415,Mecklenburg/Virginia
39.0292,-82.034,2010,339,Meigs/Ohio
37.6965,-84.9097,2010,317,Mercer/Kentucky
41.1572,-80.0893,2010,752,Mercer/Pennsylvania
38.7252,-84.8239,2010,132,Gallatin/Kentucky
37.5668,-85.7353,2010,29,Larue/Kentucky
37.7825,-79.444,2010,8,Lexington (city)/Virginia
38.3237,-79.6403,2010,4,Highland/Virginia
37.7301,-76.538,2010,56,Lancaster/Virginia
39.9487,-83.2993,2010,1242,Madison/Ohio
37.4984,-76.2883,2010,131,Mathews/Virginia
41.0348,-82.0122,2010,2208,Medina/Ohio
39.337,-78.9223,2010,126,Mineral/West Virginia
39.8489,-81.0354,2010,230,Monroe/Ohio
41.177,-75.418,2010,1732,Monroe/Pennsylvania
39.7927,-84.3165,2010,21771,Montgomery/Ohio
40.2111,-75.2744,2010,649,Montgomery/Pennsylvania
37.0675,-80.4405,2010,1331,Montgomery/Virginia
40.9865,-76.635,2010,111,Montour/Pennsylvania
39.7373,-81.9154,2010,117,Morgan/Ohio
39.5313,-78.4553,2010,271,Morgan/West Virginia
40.6209,-82.6618,2010,497,Morrow/Ohio
37.1231,-87.2125,2010,420,Muhlenberg/Kentucky
39.9037,-82.018,2010,705,Muskingum/Ohio
37.913,-78.8828,2010,136,Nelson/Virginia
37.4418,-77.0436,2010,171,New Kent/Virginia
37.1052,-76.5185,2010,550,Newport News (city)/Virginia
38.2001,-80.8512,2010,1165,Nicholas/West Virginia
40.6295,-75.2024,2010,1812,Northampton/Pennsylvania
40.7841,-76.6713,2010,608,Northumberland/Pennsylvania
40.0753,-80.6951,2010,750,Ohio/West Virginia
38.2484,-78.1125,2010,472,Orange/Virginia
41.5853,-82.8369,2010,459,Ottawa/Ohio
38.6134,-84.9769,2010,141,Owen/Kentucky
38.6653,-78.4545,2010,507,Page/Virginia
38.6708,-84.3311,2010,340,Pendleton/Kentucky
39.921,-82.4271,2010,610,Perry/Ohio
37.2042,-77.3914,2010,107,Petersburg (city)/Virginia
40.0076,-75.134,2010,50810,Philadelphia/Pennsylvania
37.4807,-82.0632,2010,1416,Pike/Kentucky
39.1517,-82.9102,2010,536,Pike/Ohio
41.4045,-75.183,2010,353,Pike/Pennsylvania
37.1318,-76.3569,2010,20,Poquoson (city)/Virginia
41.0245,-81.0501,2010,2477,Portage/Ohio
36.8468,-76.354,2010,618,Portsmouth (city)/Virginia
37.4362,-80.964,2010,2126,Mercer/West Virginia
39.9951,-84.4084,2010,1433,Miami/Ohio
37.6395,-76.5747,2010,82,Middlesex/Virginia
36.7012,-85.6927,2010,61,Monroe/Kentucky
37.997,-83.8925,2010,1474,Montgomery/Kentucky
37.9734,-83.0488,2010,161,Morgan/Kentucky
37.8996,-85.2196,2010,428,Nelson/Kentucky
39.9156,-81.2824,2010,104,Noble/Ohio
36.8945,-76.259,2010,577,Norfolk (city)/Virginia
37.5589,-86.7728,2010,203,Ohio/Kentucky
37.4743,-83.6802,2010,113,Owsley/Kentucky
36.7168,-80.3578,2010,347,Patrick/Virginia
41.1798,-84.7378,2010,93,Paulding/Ohio
39.554,-82.7779,2010,1437,Pickaway/Ohio
38.2746,-80.0915,2010,168,Pocahontas/West Virginia
37.9059,-83.9691,2010,663,Powell/Kentucky
37.5427,-77.9267,2010,264,Powhatan/Virginia
38.6823,-77.2604,2010,4229,Prince William/Virginia
37.1745,-84.6329,2010,1442,Pulaski/Kentucky
36.9342,-80.7255,2010,1297,Pulaski/Virginia
37.9443,-81.4371,2010,1974,Raleigh/West Virginia
40.9345,-82.4502,2010,2025,Richland/Ohio
39.1226,-81.1709,2010,22,Ritchie/West Virginia
38.8025,-81.3531,2010,47,Roane/West Virginia
37.6301,-79.5431,2010,296,Rockbridge/Virginia
38.6601,-78.9061,2010,684,Rockingham/Virginia
39.4069,-83.1842,2010,2304,Ross/Ohio
38.2529,-83.3185,2010,1000,Rowan/Kentucky
36.9791,-82.2961,2010,860,Russell/Virginia
37.2864,-80.0554,2010,125,Salem (city)/Virginia
38.7383,-82.842,2010,3135,Scioto/Ohio
38.7717,-77.4448,2010,58,Manassas Park (city)/Virginia
37.9366,-85.9915,2010,195,Meade/Kentucky
40.5331,-77.8141,2010,296,Mifflin/Pennsylvania
39.6587,-79.9868,2010,499,Monongalia/West Virginia
37.5905,-80.5419,2010,82,Monroe/West Virginia
37.8832,-76.3477,2010,140,Northumberland/Virginia
38.3355,-85.4839,2010,366,Oldham/Kentucky
37.2245,-83.2752,2010,2081,Perry/Kentucky
36.6716,-79.4196,2010,291,Pittsylvania/Virginia
41.9207,-78.0205,2010,234,Potter/Pennsylvania
39.7917,-84.7133,2010,433,Preble/Ohio
39.5512,-79.8003,2010,72,Preston/West Virginia
38.6562,-78.2322,2010,87,Rappahannock/Virginia
37.9501,-76.6625,2010,1743,Richmond/Virginia
37.2747,-79.8886,2010,1769,Roanoke/Virginia
38.5317,-84.0358,2010,35,Robertson/Kentucky
37.4027,-84.4144,2010,758,Rockcastle/Kentucky
36.9841,-85.6187,2010,24,Metcalfe/Kentucky
37.6262,-82.1696,2010,290,Mingo/West Virginia
40.3951,-77.0278,2010,503,Perry/Pennsylvania
41.0997,-84.2693,2010,36,Putnam/Ohio
36.995,-85.0683,2010,138,Russell/Kentucky
41.388,-83.3218,2010,989,Sandusky/Ohio
40.8565,-76.235,2010,2556,Schuylkill/Pennsylvania
36.7196,-82.7962,2010,1368,Scott/Virginia
41.2162,-83.3285,2010,1014,Seneca/Ohio
40.4389,-84.2597,2010,1179,Shelby/Ohio
39.0551,-78.3681,2010,1146,Shenandoah/Virginia
36.7509,-86.7347,2010,168,Simpson/Kentucky
36.7929,-81.5927,2010,593,Smyth/Virginia
39.9834,-78.772,2010,655,Somerset/Pennsylvania
38.1982,-77.5885,2010,2539,Spotsylvania/Virginia
38.302,-83.8866,2010,262,Nicholas/Kentucky
37.0821,-78.0029,2010,100,Nottoway/Virginia
38.5374,-81.9256,2010,191,Putnam/West Virginia
37.1229,-80.5583,2010,79,Radford (city)/Virginia
38.2204,-84.4699,2010,778,Scott/Kentucky
36.9317,-82.626,2010,2,Norton (city)/Virginia
38.7968,-79.8967,2010,134,Randolph/West Virginia
38.0562,-85.1511,2010,57,Spencer/Kentucky
40.8159,-81.4165,2010,4388,Stark/Ohio
38.1593,-79.0608,2010,44,Staunton (city)/Virginia
41.4102,-76.5832,2010,21,Sullivan/Pennsylvania
41.0802,-81.5219,2010,4350,Summit/Ohio
36.8457,-77.2875,2010,84,Sussex/Virginia
37.1909,-81.6387,2010,2826,Tazewell/Virginia
41.462,-80.6656,2010,4292,Trumbull/Ohio
40.5609,-81.495,2010,594,Tuscarawas/Ohio
40.3533,-83.2628,2010,613,Union/Ohio
40.9002,-77.1564,2010,110,Union/Pennsylvania
40.8006,-84.7746,2010,486,Van Wert/Ohio
36.7335,-76.0435,2010,533,Virginia Beach (city)/Virginia
38.3319,-77.4655,2010,2254,Stafford/Virginia
37.4256,-85.3689,2010,356,Taylor/Kentucky
41.4998,-79.8736,2010,547,Venango/Pennsylvania
36.9725,-86.4371,2010,432,Warren/Kentucky
41.7806,-79.0941,2010,210,Warren/Pennsylvania
38.9231,-78.1033,2010,2000,Warren/Virginia
40.3264,-80.4091,2010,2968,Washington/Pennsylvania
38.137,-85.0744,2010,335,Shelby/Kentucky
40.7078,-77.3107,2010,228,Snyder/Pennsylvania
36.5882,-76.6847,2010,231,Suffolk (city)/Virginia
38.9927,-80.2279,2010,348,Upshur/West Virginia
39.1591,-82.5243,2010,326,Vinton/Ohio
39.3496,-84.1236,2010,2936,Warren/Ohio
39.6314,-81.4562,2010,1126,Washington/Ohio
36.666,-81.6382,2010,815,Washington/Virginia
36.8404,-84.8506,2010,438,Wayne/Kentucky
40.9864,-81.9948,2010,1650,Wayne/Ohio
40.3312,-79.677,2010,4349,Westmoreland/Pennsylvania
36.9321,-84.1004,2010,1370,Whitley/Kentucky
37.2691,-76.7075,2010,17,Williamsburg (city)/Virginia
41.3236,-83.4363,2010,1397,Wood/Ohio
40.95,-83.3836,2010,284,Wyandot/Ohio
36.8862,-81.192,2010,1187,Wythe/Virginia
39.9163,-76.5841,2010,6845,York/Pennsylvania
37.7243,-80.8865,2010,139,Summers/West Virginia
41.8332,-75.8762,2010,392,Susquehanna/Pennsylvania
36.9551,-87.709,2010,42,Trigg/Kentucky
39.0813,-79.6455,2010,7,Tucker/West Virginia
39.6035,-80.9351,2010,55,Tyler/West Virginia
37.7355,-85.0701,2010,44,Washington/Kentucky
41.3957,-75.2731,2010,298,Wayne/Pennsylvania
38.2254,-82.4415,2010,244,Wayne/West Virginia
37.4662,-87.7342,2010,67,Webster/Kentucky
38.0941,-76.8229,2010,300,Westmoreland/Virginia
39.5689,-80.7316,2010,112,Wetzel/West Virginia
39.1734,-78.1745,2010,276,Winchester (city)/Virginia
36.8615,-82.7774,2010,2136,Wise/Virginia
37.8301,-83.5166,2010,134,Wolfe/Kentucky
37.7154,-81.4179,2010,52,Wyoming/West Virginia
37.01,-87.2425,2010,25,Todd/Kentucky
38.5955,-85.3174,2010,95,Trimble/Kentucky
38.0673,-78.9012,2010,39,Waynesboro (city)/Virginia
39.1806,-81.513,2010,1100,Wood/West Virginia
37.972,-84.7563,2010,305,Woodford/Kentucky
41.6119,-76.0457,2010,350,Wyoming/Pennsylvania
41.6795,-77.069,2010,142,Tioga/Pennsylvania
37.1982,-76.433,2010,345,York/Virginia
41.5024,-84.418,2010,49,Williams/Ohio
39.0618,-81.3975,2010,2,Wirt/West Virginia
38.9815,-80.9496,2011,54,Gilmer/West Virginia
39.3732,-78.5228,2011,240,Hampshire/West Virginia
40.2737,-81.2812,2011,99,Harrison/Ohio
36.7596,-89.102,2011,12,Hickman/Kentucky
37.2273,-76.9665,2010,12,Surry/Virginia
39.0393,-80.6551,2011,384,Lewis/West Virginia
37.5295,-75.8283,2011,50,Northampton/Virginia
38.6219,-79.2413,2011,4,Pendleton/West Virginia
39.3201,-81.2401,2011,11,Pleasants/West Virginia
38.4604,-80.3731,2011,108,Webster/West Virginia
37.5584,-87.8909,2011,35,Union/Kentucky
39.2666,-80.1287,2011,4,Taylor/West Virginia
37.344,-77.0687,2012,14,Charles City/Virginia
37.8962,-86.7561,2014,7,Hancock/Kentucky
38.2387,-81.9893,2014,3,Lincoln/West Virginia
37.7786,-79.9868,2017,1,Covington (city)/Virginia
